Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Data Fato;Horário Fato;Município;Situação Veículo;Tipo Veículo;Ano Modelo;Marca / Modelo;Qtde Veículos
2019-000480160-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;04/01/2019;12:08:44;BOM DESPACHO;RECUPERADO;MOTOCICLETA;2015;HONDA/XRE 300;1
2019-000480382-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;04/01/2019;12:10:28;DIVINOPOLIS;FURTADO;AUTOMOVEL;2010;VW/FOX 1.0;1
2019-000484092-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T00009;CONSUMADO;04/01/2019;11:50:00;LUZ;APREENDIDO;AUTOMOVEL;;FIAT/PALIO EDX;1
2019-000494646-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;14:08:25;ITAUNA;APREENDIDO;AUTOMOVEL;2015;CHEVROLET/ONIX 1.0MT LT;1
2019-000503560-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;14:49:48;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2014;HONDA/BIZ 125 EX;1
2019-000509451-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;15:17:08;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2012;HONDA/CG 125 FAN KS;1
2019-000512401-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01180;CONSUMADO;04/01/2019;15:00:00;PAPAGAIOS;RECUPERADO;MOTOCICLETA;2015;HONDA/XRE 300;1
2019-000512769-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;15:30:27;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2004;GM/CORSA SEDAN;1
2019-000532653-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;04/01/2019;16:35:43;ARAUJOS;ROUBADO;AUTOMOVEL;2018;VW/VIRTUS MF;1
2019-000533961-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;17:09:58;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2006;HONDA/CG 150 TITAN KS;1
2019-000537929-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;17:29:08;ARCOS;APREENDIDO;MOTOCICLETA;2008;YAMAHA/FAZER YS250;1
2019-000541773-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;17:53:13;FORMIGA;APREENDIDO;AUTOMOVEL;1986;VW/SAVEIRO LS;1
2019-000546490-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;04/01/2019;17:15:03;DIVINOPOLIS;RECUPERADO;MOTOCICLETA;2015;HONDA/CG150 FAN ESDI;1
2019-000558805-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;04/01/2019;19:48:39;BOM DESPACHO;FURTADO;AUTOMOVEL;1990;FIAT/ELBA CSL;1
2019-000560033-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;04/01/2019;18:30:00;CLAUDIO;RECUPERADO;MOTOCICLETA;2008;YAMAHA/YBR 125K;1
2019-000561761-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;04/01/2019;20:17:48;BOM DESPACHO;RECUPERADO;AUTOMOVEL;1990;FIAT/ELBA CSL;1
2019-000566526-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;21:04:00;ABAETE;APREENDIDO;AUTOMOVEL;1993;GM/KADETT SL/E EFI;1
2019-000567665-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;19:30:00;MARTINHO CAMPOS;APREENDIDO;AUTOMOVEL;1996;GM/CORSA WIND;1
2019-000570669-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;COPOM/7 BPM/7 RPM;C01155;CONSUMADO;04/01/2019;21:38:46;BOM DESPACHO;FURTADO;AUTOMOVEL;1996;FIAT/FIORINO TREKKING;1
2019-000577539-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;04/01/2019;18:45:00;POMPEU;APREENDIDO;MOTOCICLETA;2014;HONDA/CG 125 FAN ES;1
2019-000580742-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;19:10:00;POMPEU;APREENDIDO;MOTOCICLETA;2009;YAMAHA/FACTOR YBR125 ED;1
2019-000584816-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;23:09:00;BAMBUI;APREENDIDO;AUTOMOVEL;1999;FIAT/PALIO EX;1
2019-000588015-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E08034;CONSUMADO;04/01/2019;22:50:00;IGARATINGA;APREENDIDO;MOTOCICLETA;2009;YAMAHA/FACTOR YBR125 K;1
2019-000588147-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;04/01/2019;23:47:12;DIVINOPOLIS;FURTADO;AUTOMOVEL;1993;VW/GOL CL;1
2019-000594185-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;T00009;CONSUMADO;05/01/2019;00:10:36;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;;HONDA/CG 150 TITAN KS;1
2019-000595650-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;G01330;CONSUMADO;05/01/2019;01:33:51;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2007;FIAT/PALIO FIRE FLEX;1
2019-000599331-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;05/01/2019;02:05:00;PITANGUI;ROUBADO;CAMINHONETE;2019;MMC/TRITON SPORT HPE S;1
2019-000602142-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;04/01/2019;19:50:00;LUZ;APREENDIDO;MOTOCICLETA;2013;HONDA/CG 150 TITAN ESD;1
2019-000602443-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;TENTADO;05/01/2019;03:57:45;CARMO DO CAJURU;APREENDIDO;AUTOMOVEL;1990;VW/PARATI GL;1
2019-000615100-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C99000;CONSUMADO;05/01/2019;08:34:00;ITAUNA;APREENDIDO;AUTOMOVEL;1997;IMP/VW POLO CLAS. 1.8 MI;1
2019-000615349-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;08:55:49;ABAETE;APREENDIDO;MOTOCICLETA;2009;HONDA/CG150 TITAN MIX KS;1
2019-000615496-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;05/01/2019;08:57:38;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1998;FIAT/PALIO EL;1
2019-000618236-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;09:36:49;ITAUNA;APREENDIDO;AUTOMOVEL;2012;YAMAHA/LANDER XTZ250;1
2019-000619544-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T99000;CONSUMADO;05/01/2019;09:29:56;PARA DE MINAS;APREENDIDO;AUTOMOVEL;1992;GM/IPANEMA SL EFI;1
2019-000620040-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;09:57:21;ITAUNA;APREENDIDO;AUTOMOVEL;2009;VW/GOL 1.6;1
2019-000622288-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;10:25:16;ITAUNA;APREENDIDO;AUTOMOVEL;2014;HONDA/CB 300R;1
2019-000622695-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;05/01/2019;09:53:18;NOVA SERRANA;FURTADO;MOTOCICLETA;2012;HONDA/BIZ 125 ES;1
2019-000622808-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;10:31:01;ITAUNA;APREENDIDO;AUTOMOVEL;2015;FIAT/STRADA WORKING;1
2019-000624246-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;10:50:20;ITAUNA;APREENDIDO;AUTOMOVEL;2015;FIAT/WEEKEND ADVENTURE;1
2019-000628820-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;11:42:28;ITAUNA;APREENDIDO;AUTOMOVEL;2006;VW/CROSSFOX;1
2019-000632662-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;05/01/2019;12:22:47;NOVA SERRANA;ROUBADO;MOTOCICLETA;2008;HONDA/CG 150 TITAN KS;1
2019-000642445-001;POLICIA MILITAR;INVÁLIDO;280 CIA PM/60 BPM/7 RPM;A16000;CONSUMADO;05/01/2019;13:48:55;NOVA SERRANA;RECUPERADO;MOTOCICLETA;2012;HONDA/BIZ 125 ES;1
2019-000653523-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;12:08:15;ARCOS;APREENDIDO;AUTOMOVEL;2014;HONDA/CIVIC LXR;1
2019-000654571-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;05/01/2019;15:53:41;CARMO DO CAJURU;APREENDIDO;MOTOCICLETA;2012;HONDA/CG 125 FAN KS;1
2019-000668340-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;05/01/2019;16:35:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;2014;I/VW JETTA 2.0T;1
2019-000669723-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;17:45:46;ITAUNA;APREENDIDO;MOTOCICLETA;2010;HONDA/CG150 TITAN MIX KS;1
2019-000672441-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;18:06:57;ITAUNA;APREENDIDO;MOTOCICLETA;2008;HONDA/NX-4 FALCON;1
2019-000679393-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;19:02:41;LAGOA DA PRATA;APREENDIDO;MOTOCICLETA;2013;HONDA/CG 125 FAN KS;1
2019-000686341-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;05/01/2019;19:27:04;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;;FIAT/UNO;1
2019-000692139-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;19:58:00;POMPEU;APREENDIDO;CICLOMOTOR;;NAO INFORMADO;1
2019-000694441-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;19:59:00;POMPEU;APREENDIDO;CICLOMOTOR;;NAO INFORMADO;1
2019-000695210-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;20:05:00;POMPEU;APREENDIDO;CICLOMOTOR;;NAO INFORMADO;1
2019-000702032-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;05/01/2019;22:21:04;DIVINOPOLIS;FURTADO;AUTOMOVEL;1994;FIAT/UNO ELECTRONIC;1
2019-000706316-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;05/01/2019;21:55:29;DIVINOPOLIS;FURTADO;AUTOMOVEL;2008;RENAULT/LOGAN PRI 1616V;1
2019-000709153-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;M31016;CONSUMADO;05/01/2019;23:00:00;ITATIAIUCU;APREENDIDO;AUTOMOVEL;2008;VW/FOX 1.0 ROUTE;1
2019-000712326-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;05/01/2019;22:00:00;LUZ;APREENDIDO;MOTONETA;;NAO INFORMADO;1
2019-000712969-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;T10309;CONSUMADO;06/01/2019;00:11:38;FORMIGA;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-000713242-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;05/01/2019;22:40:00;LUZ;APREENDIDO;AUTOMOVEL;2000;GM/VECTRA GL;1
2019-000714431-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;06/01/2019;00:27:19;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2002;HONDA/CG 125 TITAN ES;1
2019-000715163-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10309;CONSUMADO;06/01/2019;00:28:30;CARMO DO CAJURU;APREENDIDO;MOTOCICLETA;;HONDA/CG150 TITAN MIX KS;1
2019-000718468-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;00:55:44;NOVA SERRANA;APREENDIDO;AUTOMOVEL;2011;I/CITROEN C4 PALLAS20EAF;1
2019-000722140-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T00008;CONSUMADO;06/01/2019;01:18:34;ABAETE;APREENDIDO;AUTOMOVEL;;FORD/CORCEL II;1
2019-000726830-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;05/01/2019;22:30:00;DIVINOPOLIS;FURTADO;MOTOCICLETA;2011;HONDA/NXR150 BROS ESD;1
2019-000729217-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;03:00:00;BAMBUI;APREENDIDO;AUTOMOVEL;2008;FIAT/PALIO ELX FLEX;1
2019-000729784-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E08034;CONSUMADO;06/01/2019;02:01:20;NOVA SERRANA;APREENDIDO;MOTOCICLETA;1990;HONDA/CG 125 TODAY;1
2019-000736498-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T00009;CONSUMADO;06/01/2019;05:47:46;PARA DE MINAS;APREENDIDO;AUTOMOVEL;;FIAT/PALIO ELX FLEX;1
2019-000736498-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T00009;CONSUMADO;06/01/2019;05:47:46;PARA DE MINAS;APREENDIDO;AUTOMOVEL;;PEUGEOT/206 SELECTION;1
2019-000743578-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;06/01/2019;08:42:08;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;1994;FIAT/UNO ELECTRONIC;1
2019-000748975-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;10:22:10;MOEMA;APREENDIDO;AUTOMOVEL;2014;VW/FOX 1.6 GII;1
2019-000749259-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;06/01/2019;10:27:40;ITAUNA;FURTADO;AUTOMOVEL;2010;FIAT/PALIO FIRE ECONOMY;1
2019-000750043-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;10:41:04;ABAETE;APREENDIDO;AUTOMOVEL;2005;FORD/ECOSPORT 4WD 2.0L;1
2019-000750281-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;10:43:53;ABAETE;APREENDIDO;AUTOMOVEL;1992;FIAT/UNO CS 1.5;1
2019-000753608-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;06/01/2019;11:18:41;DIVINOPOLIS;ROUBADO;AUTOMOVEL;2010;I/TOYOTA HILUX CD4X2 SR;1
2019-000755033-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;C01155;CONSUMADO;06/01/2019;11:50:23;DIVINOPOLIS;FURTADO;CAMINHONETE;2019;FIAT/STRADA ADVENTURE CD;1
2019-000764859-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;06/01/2019;13:38:00;PARA DE MINAS;APREENDIDO;MOTONETA;2013;HONDA/BIZ 100 KS;1
2019-000769290-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;14:55:05;NOVA SERRANA;APREENDIDO;MOTONETA;2008;SUNDOWN/FUTURE 125;1
2019-000770530-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;B08021;CONSUMADO;06/01/2019;14:00:00;CORREGO FUNDO;APREENDIDO;AUTOMOVEL;2013;FIAT/PALIO ATTRACTIV 1.0;1
2019-000780877-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;06/01/2019;15:27:39;DIVINOPOLIS;FURTADO;MOTOCICLETA;2012;HONDA/XRE 300;1
2019-000780942-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;16:16:06;ITAUNA;APREENDIDO;AUTOMOVEL;1996;IMP/FORD ESCORT 1.8I GLX;1
2019-000786727-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;06/01/2019;17:17:11;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1984;GM/CHEVETTE SL;1
2019-000787903-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;06/01/2019;17:26:45;ITAUNA;FURTADO;MOTOCICLETA;2008;HONDA/CG 125 FAN;1
2019-000791799-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10306;CONSUMADO;06/01/2019;17:31:48;CARMO DO CAJURU;APREENDIDO;MOTOCICLETA;;NAO INFORMADO;1
2019-000801532-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;19:12:45;ITAUNA;APREENDIDO;MOTOCICLETA;2005;HONDA/NX-4 FALCON;1
2019-000804276-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T00009;CONSUMADO;06/01/2019;19:38:19;ABAETE;APREENDIDO;MOTOCICLETA;;HONDA/CG 150 TITAN EX;1
2019-000805268-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;06/01/2019;19:46:54;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2006;HONDA/CG 125 FAN;1
2019-000808218-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;06/01/2019;18:05:00;MARAVILHAS;APREENDIDO;MOTOCICLETA;2011;HONDA/CG 150 FAN ESI;1
2019-000808744-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;06/01/2019;16:50:00;MARAVILHAS;APREENDIDO;MOTOCICLETA;2001;HONDA/CG 125 TITAN KS;1
2019-000811813-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;20:40:23;LAGOA DA PRATA;APREENDIDO;MOTOCICLETA;2012;HONDA/CG 125 FAN KS;1
2019-000812558-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;06/01/2019;20:30:00;PARA DE MINAS;APREENDIDO;AUTOMOVEL;2011;FIAT/SIENA EL FLEX;1
2019-000813879-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;20:35:07;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2018;HONDA/CG 160 FAN;1
2019-000817600-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E08042;CONSUMADO;06/01/2019;21:35:59;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;2011;FIAT/UNO MILLE ECONOMY;1
2019-000823376-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10306;CONSUMADO;06/01/2019;22:22:38;PARA DE MINAS;APREENDIDO;AUTOMOVEL;2013;I/LR EVOQUE DYNAMIC 5D;1
2019-000823649-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;T10306;CONSUMADO;06/01/2019;21:25:49;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1987;FORD/DEL REY GLX;1
2019-000828300-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01157;CONSUMADO;06/01/2019;21:00:00;ITAPECERICA;ROUBADO;AUTOMOVEL;2014;I/FORD FIESTA SD 1.6LSEA;1
2019-000830469-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T00008;CONSUMADO;06/01/2019;21:21:00;POMPEU;APREENDIDO;AUTOMOVEL;;FORD/FIESTA GL;1
2019-000830863-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;06/01/2019;15:40:00;PARA DE MINAS;APREENDIDO;MOTOCICLETA;2017;HONDA/CG 160 FAN ESDI;1
2019-000834138-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;23:50:46;ITAUNA;APREENDIDO;AUTOMOVEL;2009;FIAT/UNO MILLE ECONOMY;1
2019-000834677-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;06/01/2019;22:36:00;POMPEU;FURTADO;AUTOMOVEL;2014;FIAT/STRADA TREK CD 1.6;1
2019-000836832-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E08034;CONSUMADO;06/01/2019;23:52:27;FORMIGA;APREENDIDO;MOTOCICLETA;2006;HONDA/CG 150 TITAN KS;1
2019-000839325-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;06/01/2019;21:15:00;CORREGO FUNDO;APREENDIDO;AUTOMOVEL;1993;VW/GOL CL;1
2019-000844419-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I99000;CONSUMADO;07/01/2019;01:56:49;ARCOS;APREENDIDO;MOTOCICLETA;2012;HONDA/CG 150 FAN ESI;1
2019-000860020-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;07/01/2019;08:15:47;ARCOS;APREENDIDO;MOTOCICLETA;1993;HONDA/CG 125 TODAY;1
2019-000863010-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;07/01/2019;08:43:31;ABAETE;APREENDIDO;MOTOCICLETA;2011;HONDA/CG 125 FAN ES;1
2019-000865048-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;07/01/2019;08:56:47;ITAUNA;APREENDIDO;AUTOMOVEL;2017;CHEV/PRISMA 1.4AT LT;1
2019-000868944-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;07/01/2019;09:23:04;ITAUNA;APREENDIDO;MOTOCICLETA;2015;YAMAHA/LANDER XTZ250;1
