Número REDS,Data Fato
2018-016399748-001,4/12/2018
2018-016989991-001,4/12/2018
2018-016377735-001,4/13/2018
2018-016381160-001,4/13/2018
2018-016383219-001,4/13/2018
2018-016400290-001,4/13/2018
2018-016419149-001,4/13/2018
2018-016430816-001,4/13/2018
2018-016477114-001,4/13/2018
2018-016503638-001,4/13/2018
2018-018259835-001,4/13/2018
2018-026837025-001,4/13/2018
2018-016560010-001,4/14/2018
2018-016598746-001,4/14/2018
2018-016608890-001,4/14/2018
2018-016611487-001,4/14/2018
2018-016619728-001,4/14/2018
2018-016655593-001,4/14/2018
2018-016905961-001,4/14/2018
2018-017043453-001,4/14/2018
2018-017156929-001,4/14/2018
2018-016695463-001,4/15/2018
2018-016716580-001,4/15/2018
2018-016717004-001,4/15/2018
2018-016833687-001,4/15/2018
2018-017208670-001,4/15/2018
2018-017215812-001,4/15/2018
2018-017339980-001,4/15/2018
2018-021637208-001,4/15/2018
2018-016831164-001,4/16/2018
2018-016852172-001,4/16/2018
2018-016865589-001,4/16/2018
2018-016876927-001,4/16/2018
2018-016880665-001,4/16/2018
2018-016882260-001,4/16/2018
2018-016989073-001,4/16/2018
2018-016974610-001,4/17/2018
2018-017036122-001,4/17/2018
2018-017088718-001,4/17/2018
2018-017237446-001,4/17/2018
2018-017342969-001,4/17/2018
2018-025727067-001,4/17/2018
2018-017170032-001,4/18/2018
2018-017191473-001,4/18/2018
2018-017211190-001,4/18/2018
2018-017279014-001,4/18/2018
2018-017337520-001,4/18/2018
2018-017352375-001,4/18/2018
2018-017490571-001,4/18/2018
2018-017366732-001,4/19/2018
2018-017376857-001,4/19/2018
2018-017395405-001,4/19/2018
2018-017434852-001,4/19/2018
2018-017454070-001,4/19/2018
2018-017547243-001,4/19/2018
2018-019568020-001,4/19/2018
2018-017574130-001,4/20/2018
2018-017589714-001,4/20/2018
2018-018157188-001,4/20/2018
2018-017640790-001,4/21/2018
2018-017641898-001,4/21/2018
2018-017659047-001,4/21/2018
2018-017677982-001,4/21/2018
2018-017688848-001,4/21/2018
2018-017705195-001,4/21/2018
2018-017706161-001,4/21/2018
2018-017727468-001,4/21/2018
2018-017738834-001,4/21/2018
2018-017843649-001,4/21/2018
2018-017850428-001,4/21/2018
2018-019524873-001,4/21/2018
2018-017792200-001,4/22/2018
2018-017806757-001,4/22/2018
2018-017854112-001,4/22/2018
2018-017872080-001,4/22/2018
2018-018440857-001,4/22/2018
2018-017898573-001,4/23/2018
2018-017902560-001,4/23/2018
2018-017923211-001,4/23/2018
2018-017925446-001,4/23/2018
2018-018044609-001,4/23/2018
2018-018067475-001,4/24/2018
2018-018087448-001,4/24/2018
2018-018094346-001,4/24/2018
2018-018095498-001,4/24/2018
2018-018097324-001,4/24/2018
2018-018116231-001,4/24/2018
2018-018144226-001,4/24/2018
2018-018184140-001,4/24/2018
2018-018184202-001,4/24/2018
2018-054881370-001,4/24/2018
2019-018996840-001,4/24/2018
2018-018287820-001,4/25/2018
2018-018302321-001,4/25/2018
2018-018364994-001,4/25/2018
2018-018369038-001,4/25/2018
2018-018372815-001,4/25/2018
2018-018383163-001,4/25/2018
2018-018482033-001,4/25/2018
2018-019561646-001,4/25/2018
2018-018423702-001,4/26/2018
2018-018495634-001,4/26/2018
2018-018495712-001,4/26/2018
2018-018536500-001,4/26/2018
2018-018565556-001,4/26/2018
2018-018611689-001,4/27/2018
2018-018634370-001,4/27/2018
2018-018651981-001,4/27/2018
2018-018659843-001,4/27/2018
2018-018703228-001,4/27/2018
2018-018717040-001,4/27/2018
2018-018727230-001,4/27/2018
2018-018752995-001,4/27/2018
2018-027871791-001,4/27/2018
2018-018817046-001,4/28/2018
2018-018827082-001,4/28/2018
2018-018837307-001,4/28/2018
2018-018886130-001,4/28/2018
2018-019397359-001,4/28/2018
2018-018933725-001,4/29/2018
2018-018935737-001,4/29/2018
2018-018958534-001,4/29/2018
2018-018997557-001,4/29/2018
2018-019056234-001,4/30/2018
2018-019062260-001,4/30/2018
2018-019070918-001,4/30/2018
2018-019072252-001,4/30/2018
2018-019092329-001,4/30/2018
2018-019098326-001,4/30/2018
2018-019099725-001,4/30/2018
2018-019117378-001,4/30/2018
2018-019146718-001,4/30/2018
2018-019173489-001,4/30/2018
2018-019533677-001,4/30/2018
2018-019204899-001,5/1/2018
2018-019245791-001,5/1/2018
2018-019290965-001,5/1/2018
2018-019299100-001,5/1/2018
2018-019336141-001,5/1/2018
2018-019391637-001,5/1/2018
2018-025278330-001,5/1/2018
2018-019325559-001,5/2/2018
2018-019329087-001,5/2/2018
2018-019336806-001,5/2/2018
2018-019382140-001,5/2/2018
2018-019396339-001,5/2/2018
2018-019397270-001,5/2/2018
2018-019453812-001,5/2/2018
2018-019509308-001,5/2/2018
2018-019535676-001,5/2/2018
2018-019511257-001,5/3/2018
2018-019514354-001,5/3/2018
2018-019529430-001,5/3/2018
2018-019554014-001,5/3/2018
2018-019577090-001,5/3/2018
2018-019592192-001,5/3/2018
2018-019601938-001,5/3/2018
2018-019615540-001,5/3/2018
2018-019634048-001,5/3/2018
2018-019636783-001,5/3/2018
2018-019699422-001,5/3/2018
2018-019722184-001,5/3/2018
2018-019758398-001,5/3/2018
2018-019770728-001,5/3/2018
2018-019658833-001,5/4/2018
2018-019678245-001,5/4/2018
2018-019682598-001,5/4/2018
2018-019699868-001,5/4/2018
2018-019711379-001,5/4/2018
2018-019717859-001,5/4/2018
2018-019750021-001,5/4/2018
2018-019759806-001,5/4/2018
2018-019765201-001,5/4/2018
2018-019783260-001,5/4/2018
2018-019783517-001,5/4/2018
2018-019821669-001,5/4/2018
2018-019854593-001,5/5/2018
2018-019871380-001,5/5/2018
2018-019877269-001,5/5/2018
2018-019891040-001,5/5/2018
2018-019925886-001,5/5/2018
2018-019929360-001,5/5/2018
2018-020029457-001,5/5/2018
2018-020128812-001,5/5/2018
2018-020648530-001,5/5/2018
2018-019952051-001,5/6/2018
2018-019989664-001,5/6/2018
2018-020062522-001,5/6/2018
2018-020062970-001,5/6/2018
2018-020104841-001,5/6/2018
2018-020145640-001,5/6/2018
2018-020299460-001,5/6/2018
2018-020151910-001,5/7/2018
2018-020185382-001,5/7/2018
2018-020227896-001,5/7/2018
2018-020228310-001,5/7/2018
2018-020231643-001,5/7/2018
2018-020273265-001,5/8/2018
2018-020276951-001,5/8/2018
2018-020281638-001,5/8/2018
2018-020314198-001,5/8/2018
2018-020332748-001,5/8/2018
2018-020352476-001,5/8/2018
2018-020376644-001,5/8/2018
2018-020389026-001,5/8/2018
2018-020635201-001,5/8/2018
2018-021291026-001,5/8/2018
2018-022634584-001,5/8/2018
2018-020469768-001,5/9/2018
2018-020474472-001,5/9/2018
2018-020521619-001,5/9/2018
2018-020561651-001,5/9/2018
2018-020579575-001,5/9/2018
2018-020591372-001,5/9/2018
2018-020593265-001,5/9/2018
2018-020686400-001,5/9/2018
2018-020825763-001,5/9/2018
2018-020839782-001,5/9/2018
2018-020662771-001,5/10/2018
2018-020768960-001,5/10/2018
2018-020831052-001,5/10/2018
2018-021266518-001,5/10/2018
2018-020868640-001,5/11/2018
2018-020905100-001,5/11/2018
2018-021704299-001,5/11/2018
2018-022039639-001,5/11/2018
2018-020487340-001,5/12/2018
2018-020971665-001,5/12/2018
2018-021015385-001,5/12/2018
2018-021079709-001,5/12/2018
2018-021082182-001,5/12/2018
2018-021308012-001,5/12/2018
2018-021119286-001,5/13/2018
2018-021124370-001,5/13/2018
2018-021156412-001,5/13/2018
2018-021175278-001,5/13/2018
2018-021209521-001,5/13/2018
2018-021215362-001,5/13/2018
2018-021215453-001,5/13/2018
2018-021285163-001,5/13/2018
2018-024479223-001,5/13/2018
2018-019533677-002,5/14/2018
2018-021258199-001,5/14/2018
2018-021258368-001,5/14/2018
2018-021268322-001,5/14/2018
2018-021292648-001,5/14/2018
2018-021339186-001,5/14/2018
2018-021352852-001,5/14/2018
2018-021363865-001,5/14/2018
2018-021378550-001,5/14/2018
2018-021380139-001,5/14/2018
2018-021391076-001,5/14/2018
2018-021450455-001,5/15/2018
2018-021465817-001,5/15/2018
2018-021469267-001,5/15/2018
2018-021475396-001,5/15/2018
2018-021489465-001,5/15/2018
2018-021509771-001,5/15/2018
2018-021558341-001,5/15/2018
2018-021561332-001,5/15/2018
2018-021570387-001,5/15/2018
2018-021581885-001,5/15/2018
2018-021582011-001,5/15/2018
2018-021582381-001,5/15/2018
2018-021673268-001,5/15/2018
2018-021628038-001,5/16/2018
2018-021669467-001,5/16/2018
2018-021680874-001,5/16/2018
2018-021691112-001,5/16/2018
2018-021694893-001,5/16/2018
2018-021723843-001,5/16/2018
2018-021886701-001,5/16/2018
2018-022674322-001,5/16/2018
2018-021807273-001,5/17/2018
2018-021846619-001,5/17/2018
2018-021915116-001,5/17/2018
2018-021919337-001,5/17/2018
2018-022034021-001,5/17/2018
2018-022029988-001,5/18/2018
2018-022105487-001,5/18/2018
2018-022134920-001,5/18/2018
2018-022138552-001,5/18/2018
2018-022448412-001,5/18/2018
2018-022197040-001,5/19/2018
2018-022202110-001,5/19/2018
2018-022236471-001,5/19/2018
2018-022238821-001,5/19/2018
2018-022239055-001,5/19/2018
2018-022264178-001,5/19/2018
2018-022446285-001,5/19/2018
2018-022321090-001,5/20/2018
2018-022331159-001,5/20/2018
2018-022350049-001,5/20/2018
2018-022353882-001,5/20/2018
2018-022393843-001,5/20/2018
2018-022617559-001,5/20/2018
2018-022662209-001,5/20/2018
2018-028234344-001,5/20/2018
2018-022480342-001,5/21/2018
2018-022486550-001,5/21/2018
2018-022533709-001,5/21/2018
2018-022543548-001,5/21/2018
2018-022544410-001,5/21/2018
2018-022544843-001,5/21/2018
2018-022553898-001,5/21/2018
2018-022561490-001,5/21/2018
2018-022629070-001,5/21/2018
2018-022655984-001,5/21/2018
2018-022621165-001,5/22/2018
2018-022621949-001,5/22/2018
2018-022701985-001,5/22/2018
2018-022713347-001,5/22/2018
2018-022718497-001,5/22/2018
2018-022724074-001,5/22/2018
2018-022746739-001,5/22/2018
2018-022762547-001,5/22/2018
2018-023837352-001,5/22/2018
2018-022771704-001,5/23/2018
2018-022809150-001,5/23/2018
2018-022827362-001,5/23/2018
2018-022830704-001,5/23/2018
2018-022834430-001,5/23/2018
2018-022871531-001,5/23/2018
2018-022886480-001,5/23/2018
2018-022894473-003,5/23/2018
2018-022937258-001,5/23/2018
2018-022996873-001,5/24/2018
2018-023010688-001,5/24/2018
2018-023010700-001,5/24/2018
2018-023014620-001,5/24/2018
2018-023062734-001,5/24/2018
2018-023089163-001,5/24/2018
2018-023106030-001,5/24/2018
2018-023112984-001,5/24/2018
2018-023115213-001,5/25/2018
2018-023172357-001,5/25/2018
2018-023194329-001,5/25/2018
2018-023200525-001,5/25/2018
2018-023214529-001,5/25/2018
2018-023224186-001,5/25/2018
2018-023237339-001,5/25/2018
2018-023247503-001,5/25/2018
2018-023337194-001,5/25/2018
2018-024511101-001,5/25/2018
2018-023306804-001,5/26/2018
2018-023340025-001,5/26/2018
2018-023355261-001,5/26/2018
2018-025682991-001,5/26/2018
2018-023388036-001,5/27/2018
2018-023416364-001,5/27/2018
2018-023432458-001,5/27/2018
2018-023452903-001,5/27/2018
2018-023455108-001,5/27/2018
2018-023465720-001,5/27/2018
2018-023470604-001,5/27/2018
2018-023475964-001,5/27/2018
2018-023555117-001,5/27/2018
2018-023526040-001,5/28/2018
2018-023526262-001,5/28/2018
2018-023537353-001,5/28/2018
2018-023561863-001,5/28/2018
2018-023617480-001,5/28/2018
2018-023621959-001,5/28/2018
2018-023631456-001,5/28/2018
2018-023638289-001,5/28/2018
2018-023661045-001,5/29/2018
2018-023662808-001,5/29/2018
2018-023707412-001,5/29/2018
2018-023733780-001,5/29/2018
2018-023738100-001,5/29/2018
2018-023742690-001,5/29/2018
2018-023811915-001,5/29/2018
2018-023792397-001,5/30/2018
2018-023821886-001,5/30/2018
2018-024677333-001,5/30/2018
2018-023949758-001,5/31/2018
2018-023983570-001,5/31/2018
2018-023987406-001,5/31/2018
2018-024041780-001,5/31/2018
2018-024718570-001,5/31/2018
2018-024049338-001,6/1/2018
2018-024093704-001,6/1/2018
2018-024108366-001,6/1/2018
2018-024153674-001,6/1/2018
2018-024184688-001,6/1/2018
2018-024186975-001,6/2/2018
2018-024277717-001,6/2/2018
2018-024284511-001,6/2/2018
2018-024333910-001,6/2/2018
2018-024657934-001,6/2/2018
2018-024668072-001,6/2/2018
2018-024707777-001,6/2/2018
2018-024337596-001,6/3/2018
2018-024353692-001,6/3/2018
2018-024424208-001,6/3/2018
2018-024463913-001,6/3/2018
2018-024511519-001,6/3/2018
2018-024514854-001,6/3/2018
2018-024518339-001,6/3/2018
2018-024545002-001,6/3/2018
2018-024474889-001,6/4/2018
2018-024475266-001,6/4/2018
2018-024528726-001,6/4/2018
2018-024535308-001,6/4/2018
2018-024539607-001,6/4/2018
2018-024546258-001,6/4/2018
2018-024598107-001,6/4/2018
2018-024651755-001,6/4/2018
2018-024622675-001,6/5/2018
2018-024630669-001,6/5/2018
2018-024705687-001,6/5/2018
2018-024767005-001,6/5/2018
2018-024788800-001,6/5/2018
2018-024894180-001,6/5/2018
2018-024905573-001,6/5/2018
2018-025086528-001,6/5/2018
2018-026196282-001,6/5/2018
2018-024812146-001,6/6/2018
2018-024901469-001,6/6/2018
2018-024911148-001,6/6/2018
2018-024932169-001,6/6/2018
2018-024946920-001,6/6/2018
2018-024957801-001,6/6/2018
2018-024986922-001,6/6/2018
2018-025656586-001,6/6/2018
2018-025005244-001,6/7/2018
2018-025039537-001,6/7/2018
2018-025095319-001,6/7/2018
2018-025101860-001,6/7/2018
2018-025123086-001,6/7/2018
2018-025137290-001,6/7/2018
2018-025141153-001,6/7/2018
2018-025158477-001,6/7/2018
2018-025221813-001,6/8/2018
2018-025239410-001,6/8/2018
2018-025243707-001,6/8/2018
2018-025312392-001,6/8/2018
2018-025449369-001,6/9/2018
2018-025651107-001,6/9/2018
2018-025805470-001,6/9/2018
2018-025599936-001,6/10/2018
2018-025631526-001,6/10/2018
2018-026098965-001,6/10/2018
2018-025636832-001,6/11/2018
2018-025637523-001,6/11/2018
2018-025656727-001,6/11/2018
2018-025658140-001,6/11/2018
2018-025759495-001,6/11/2018
2018-025810370-001,6/11/2018
2018-025801171-001,6/12/2018
2018-025808788-001,6/12/2018
2018-025840952-001,6/12/2018
2018-025842949-001,6/12/2018
2018-025892147-001,6/12/2018
2018-025902774-001,6/12/2018
2018-025924210-001,6/12/2018
2018-026029435-001,6/13/2018
2018-026055420-001,6/13/2018
2018-026088405-001,6/13/2018
2018-026089347-001,6/13/2018
2018-026150058-001,6/13/2018
2018-026146088-001,6/14/2018
2018-026253948-001,6/14/2018
2018-026297502-001,6/14/2018
2018-026321741-001,6/15/2018
2018-026353747-001,6/15/2018
2018-026363909-001,6/15/2018
2018-026364998-001,6/15/2018
2018-026404781-001,6/15/2018
2018-026421616-001,6/15/2018
2018-026427169-001,6/15/2018
2018-026451547-001,6/15/2018
2018-027448475-001,6/15/2018
2018-027959605-001,6/15/2018
2018-026477532-001,6/16/2018
2018-026504643-001,6/16/2018
2018-026631761-001,6/17/2018
2018-026631761-002,6/17/2018
2018-026646822-001,6/17/2018
2018-026666613-001,6/17/2018
2018-026668101-001,6/17/2018
2018-026702255-001,6/17/2018
2018-026733412-001,6/17/2018
2018-026734207-001,6/17/2018
2018-026839093-001,6/17/2018
2018-026720680-001,6/18/2018
2018-026746634-001,6/18/2018
2018-026802628-001,6/18/2018
2018-026856532-001,6/18/2018
2018-026868459-001,6/18/2018
2018-026898756-001,6/18/2018
2018-026930320-001,6/18/2018
2018-026856532-002,6/19/2018
2018-026895399-001,6/19/2018
2018-026935170-001,6/19/2018
2018-026954176-001,6/19/2018
2018-026960511-001,6/19/2018
2018-027002715-001,6/19/2018
2018-027021254-001,6/19/2018
2018-027268790-001,6/19/2018
2018-027078316-001,6/20/2018
2018-027167773-001,6/20/2018
2018-028608300-001,6/20/2018
2018-027245572-001,6/21/2018
2018-027287467-001,6/21/2018
2018-027294415-001,6/21/2018
2018-027308897-001,6/21/2018
2018-027316313-001,6/21/2018
2018-027317268-001,6/21/2018
2018-027381165-001,6/21/2018
2018-027448356-001,6/22/2018
2018-027448356-002,6/22/2018
2018-027484319-001,6/22/2018
2018-027544038-001,6/22/2018
2018-027564615-001,6/22/2018
2018-027821885-001,6/22/2018
2018-027824876-001,6/22/2018
2018-027886956-001,6/22/2018
2018-028410649-001,6/22/2018
2018-027617605-001,6/23/2018
2018-027636198-001,6/23/2018
2018-027882083-001,6/23/2018
2018-027735421-001,6/24/2018
2018-027878451-001,6/24/2018
2018-028065301-001,6/24/2018
2018-027872348-001,6/25/2018
2018-027874820-001,6/25/2018
2018-027921775-001,6/25/2018
2018-027989000-001,6/25/2018
2018-029177758-001,6/25/2018
2018-027989000-002,6/26/2018
2018-028076446-001,6/26/2018
2018-028133763-001,6/26/2018
2018-028143167-001,6/26/2018
2018-028159840-001,6/26/2018
2018-028651607-001,6/26/2018
2018-028226623-001,6/27/2018
2018-028242591-001,6/27/2018
2018-028261908-001,6/27/2018
2018-028290520-001,6/27/2018
2018-028632535-001,6/27/2018
2018-028417590-001,6/28/2018
2018-028422747-001,6/28/2018
2018-028471282-001,6/28/2018
2018-028492930-001,6/28/2018
2018-028508906-001,6/28/2018
2018-028525916-001,6/28/2018
2018-028534187-001,6/28/2018
2018-028544994-001,6/28/2018
2018-028626371-001,6/28/2018
2018-029688461-001,6/28/2018
2018-032622954-001,6/28/2018
2018-045111742-001,6/28/2018
2018-028597309-001,6/29/2018
2018-028599217-001,6/29/2018
2018-028686963-001,6/29/2018
2018-028703542-001,6/29/2018
2018-029069796-001,6/29/2018
2018-031499666-001,6/29/2018
2018-028747527-001,6/30/2018
2018-028753368-001,6/30/2018
2018-028836198-001,6/30/2018
2018-028836198-002,6/30/2018
2018-028845368-001,6/30/2018
2018-031366030-001,6/30/2018
2018-028884469-001,7/1/2018
2018-028907898-001,7/1/2018
2018-028970788-001,7/1/2018
2018-029004459-001,7/2/2018
2018-029038269-001,7/2/2018
2018-029038676-001,7/2/2018
2018-029073149-001,7/2/2018
2018-029091978-001,7/2/2018
2018-029106244-001,7/2/2018
2018-033852409-001,7/2/2018
2018-029187283-001,7/3/2018
2018-029200886-001,7/3/2018
2018-029218022-001,7/3/2018
2018-029310141-001,7/3/2018
2018-029334940-001,7/3/2018
2018-029435819-001,7/3/2018
2018-029337025-001,7/4/2018
2018-029337536-001,7/4/2018
2018-029363550-001,7/4/2018
2018-029381000-001,7/4/2018
2018-029435821-001,7/4/2018
2018-029448651-001,7/4/2018
2018-029463543-001,7/4/2018
2018-033913016-001,7/4/2018
2018-029511099-001,7/5/2018
2018-029517895-001,7/5/2018
2018-029525287-001,7/5/2018
2018-029566621-001,7/5/2018
2018-029599885-001,7/5/2018
2018-029624235-001,7/5/2018
2018-029725540-001,7/5/2018
2018-029672744-001,7/6/2018
2018-029688104-001,7/6/2018
2018-029699433-001,7/6/2018
2018-029710868-001,7/6/2018
2018-029742612-001,7/6/2018
2018-029761255-001,7/6/2018
2018-030103977-001,7/6/2018
2018-029851152-001,7/7/2018
2018-029880220-001,7/7/2018
2018-029910425-001,7/7/2018
2018-029934136-001,7/7/2018
2018-029935550-001,7/7/2018
2018-030057296-001,7/7/2018
2018-029956650-001,7/8/2018
2018-029964537-001,7/8/2018
2018-029968485-001,7/8/2018
2018-029972351-001,7/8/2018
2018-029973525-001,7/8/2018
2018-029975944-001,7/8/2018
2018-029982620-001,7/8/2018
2018-030016876-001,7/8/2018
2018-030051010-001,7/8/2018
2018-030067551-001,7/8/2018
2018-030178495-001,7/8/2018
2018-030392028-001,7/8/2018
2018-030126759-001,7/9/2018
2018-030138387-001,7/9/2018
2018-030149700-001,7/9/2018
2018-030160320-001,7/9/2018
2018-030170878-001,7/9/2018
2018-030176299-001,7/9/2018
2018-030188631-001,7/9/2018
2018-030224590-001,7/9/2018
2018-030233638-001,7/9/2018
2018-030245002-001,7/9/2018
2018-030249788-001,7/9/2018
2018-030534280-001,7/9/2018
2018-031379524-001,7/9/2018
2018-030294018-001,7/10/2018
2018-030295460-001,7/10/2018
2018-030359723-001,7/10/2018
2018-030431672-001,7/10/2018
2018-030453629-001,7/11/2018
2018-030456992-001,7/11/2018
2018-030490759-001,7/11/2018
2018-030521225-001,7/11/2018
2018-030565253-001,7/11/2018
2018-030600057-001,7/11/2018
2018-030678471-001,7/11/2018
2018-030737575-001,7/11/2018
2018-032620970-001,7/11/2018
2018-030630289-001,7/12/2018
2018-030635097-001,7/12/2018
2018-030654184-001,7/12/2018
2018-030681895-001,7/12/2018
2018-030692118-001,7/12/2018
2018-030710178-001,7/12/2018
2018-030738175-001,7/12/2018
2018-030778606-001,7/12/2018
2018-030846074-001,7/12/2018
2018-031264100-001,7/12/2018
2018-030886010-001,7/13/2018
2018-030905531-001,7/13/2018
2018-030942449-001,7/13/2018
2018-030959853-001,7/13/2018
2018-031013159-001,7/14/2018
2018-031015565-001,7/14/2018
2018-031052704-001,7/14/2018
2018-031057553-001,7/14/2018
2018-031064241-001,7/14/2018
2018-031148468-001,7/15/2018
2018-031148587-001,7/15/2018
2018-031183768-001,7/15/2018
2018-031187390-001,7/15/2018
2018-031190939-001,7/15/2018
2018-031197627-001,7/15/2018
2018-031205900-001,7/15/2018
2018-031261097-001,7/15/2018
2018-031279740-001,7/15/2018
2018-033489010-001,7/15/2018
2018-036534284-001,7/15/2018
2018-031260889-001,7/16/2018
2018-031262533-001,7/16/2018
2018-031285603-001,7/16/2018
2018-031294190-001,7/16/2018
2018-031388133-001,7/16/2018
2018-031474227-001,7/16/2018
2018-031502620-001,7/16/2018
2018-031847702-001,7/16/2018
2018-031489827-001,7/17/2018
2018-031563013-001,7/17/2018
2018-031571126-001,7/17/2018
2018-031571260-001,7/17/2018
2018-031670510-001,7/17/2018
2018-031647227-001,7/18/2018
2018-031652010-001,7/18/2018
2018-031671661-001,7/18/2018
2018-031734159-001,7/18/2018
2018-031805608-001,7/18/2018
2018-031837710-001,7/18/2018
2018-031773130-001,7/19/2018
