Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unidade Relato Nível 6;Unid Digitação Nível 6;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Código Subclasse Nat Sec1;Tentado/Consumado Nat Sec1;Código Subclasse Nat Sec2;Tentado/Consumado Nat Sec2;Código Subclasse Nat Sec3;Tentado/Consumado Nat Sec3;ALVO;Descrição Meio Utilizado;Data Comunicação Fato;Horário Comunicação Fato;Data Fato;Horário Fato;Data Última Atualização;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Matrícula Digitador;Matrícula Relator;Qtde Ocorrências
2019-050651867-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;15/10/2019;05:20:00;15/10/2019;04:00:00;18/10/2019;RODOVIA;BR 381;;PREENCHIMENTO OPCIONAL;;537;INVÁLIDO;;;PÁTIO POSTO DOM PEDRO;ITATIAIUCU;-20,20210710;-44,38829820;PM1168723;1168723;1
2019-050897740-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;17/10/2019;06:20:00;17/10/2019;04:00:00;19/10/2019;RODOVIA;BR 381;;PREENCHIMENTO OPCIONAL;;537;INVÁLIDO;;;PÁTIO DO POSTO DOM PEDRO;ITATIAIUCU;-20,20210710;-44,38829820;PM1168723;1168723;1
2019-042094400-001;POLICIA CIVIL;DESATIVADASRACIONAL SEDE/63 BPM;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;30/08/2019;15:51:00;26/08/2019;15:00:00;02/09/2019;POVOADO;CORREGO FUNDO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;ARCELLOR MITTAL;ITATIAIUCU;-20,17400500;-44,39682300;PC764401;764401;1
2019-046433435-001;POLICIA CIVIL;DESATIVADASRACIONAL SEDE/63 BPM;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;23/09/2019;11:00:00;05/09/2019;01:00:00;24/09/2019;POVOADO;CORREGO FUNDO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;ARCELLOR MITTAL;ITATIAIUCU;-20,17400500;-44,39682300;PC764401;764401;1
2019-027023463-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);08/06/2019;15:40:00;08/06/2019;15:30:00;14/06/2019;PRACA;ARTUR PEREIRA OLIVEIRA;;PREENCHIMENTO OPCIONAL;;36;CENTRO - SANTA TEREZINHA;;;;ITATIAIUCU;-20,22589230;-44,39706850;PM1168723;1168723;1
2019-010437673-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;01/03/2019;23:55:00;01/03/2019;23:55:00;08/03/2019;PRACA;ARTHUR PEREIRA VILACA;;PREENCHIMENTO OPCIONAL;;494;INVÁLIDO;;;LAVA A JATO DO EBINHO;ITATIAIUCU;-20,22677480;-44,39747650;PM1168723;1168723;1
2019-010098440-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;04/03/2019;01:55:00;04/03/2019;01:00:00;06/03/2019;PRACA;ARTHUR PEREIRA VILACA;;PREENCHIMENTO OPCIONAL;;494;INVÁLIDO;;;;ITATIAIUCU;-20,22677480;-44,39747650;PM1459353;1459353;1
2019-026160129-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;04/06/2019;10:05:00;04/06/2019;10:00:00;06/06/2019;RUA;EXPEDICIONARIOS;;PREENCHIMENTO OPCIONAL;;6;INVÁLIDO;;;;ITATIAIUCU;-20,22545850;-44,39781080;PM1567213;1567213;1
2019-015729434-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ABUSO DE CONFIANCA;05/04/2019;08:45:00;05/04/2019;08:40:00;07/04/2019;RUA;SANTANA;;PREENCHIMENTO OPCIONAL;;48;CENTRO - SANTA TEREZINHA;;;;ITATIAIUCU;-20,22608090;-44,39808130;PM1304849;1304849;1
2019-023206927-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;18/05/2019;08:20:00;18/05/2019;04:00:00;20/05/2019;RUA;MARIA DOIDA;;PREENCHIMENTO OPCIONAL;;186;NOVA SANTA TEREZINHA;;;;ITATIAIUCU;-20,22876500;-44,39844670;PM1750322;1750322;1
2019-023504206-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ESCALADA;20/05/2019;08:30:00;20/05/2019;08:30:00;22/05/2019;RUA;SAO JOSE;;PREENCHIMENTO OPCIONAL;;179;PLANALTO;;;POSTO DE SAUDE;ITATIAIUCU;-20,22582070;-44,39950080;PM1217652;1217652;1
2019-026379338-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;SOU-OLHO VIVO/41 BPM;SOU-OLHO VIVO/41 BPM;96 CIA TM/41 BPM/1 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ABUSO DE CONFIANCA;05/06/2019;13:36:00;28/05/2019;08:00:00;07/06/2019;LOTEAMENTO;ESTANCIA BELA VISTA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,20533300;-44,39950300;PM1147313;1147313;1
2019-042651378-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;02/09/2019;16:00:00;02/09/2019;13:00:00;04/09/2019;RUA;SAO JOSE;;PREENCHIMENTO OPCIONAL;;281;PLANALTO;;;;ITATIAIUCU;-20,22566200;-44,39976900;PM1699172;1699172;1
2019-009519318-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;28/02/2019;17:00:00;28/02/2019;00:00:00;02/03/2019;POVOADO;CANJICA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;SERRA DO CRISTO;ITATIAIUCU;-20,20932200;-44,39977800;PM1168723;1168723;1
2019-048810036-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;MEIO DESCONHECIDO;06/10/2019;02:10:00;06/10/2019;02:00:00;08/10/2019;POVOADO;CANJICA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,20932200;-44,39977800;PM1506229;1506229;1
2019-020705110-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BR;03/05/2019;21:04:00;03/05/2019;21:04:00;05/05/2019;RUA;JOAO NICANOR SIMOES;;PREENCHIMENTO OPCIONAL;;38;PLANALTO;;;;ITATIAIUCU;-20,22615880;-44,40048910;PM1512615;1512615;1
2019-036769890-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;AMEACA;01/08/2019;15:20:00;01/08/2019;15:20:00;02/08/2019;RUA;SAO JOSE;;PREENCHIMENTO OPCIONAL;;615;CENTRO - SANTA TEREZINHA;;NUMERO 693;;ITATIAIUCU;-20,22574560;-44,40226220;PM1406339;1406339;1
2019-048931592-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;06/10/2019;22:40:00;06/10/2019;22:40:00;10/10/2019;PARQUE;EXPOSICOES JOAO BELO DE ANDRADE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;POVOADO CANJICA;ITATIAIUCU;-20,20944600;-44,41066300;PM1302728;1302728;1
2019-048983260-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;CONHECIMENTO TECNICO ESPECIFICO;07/10/2019;09:10:00;07/10/2019;00:00:00;09/10/2019;PARQUE;EXPOSICOES JOAO BELO DE ANDRADE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,20944600;-44,41066300;PM1459353;1459353;1
2019-004317701-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;MEIO DESCONHECIDO;28/01/2019;18:30:00;28/01/2019;16:30:00;30/01/2019;AVENIDA;DUQUE CAXIAS;DUQUE DE CAXIAS;PREENCHIMENTO OPCIONAL;;730.000;CENTRO;CENTRO;;;ITATIAIUCU;-20,19547780;-44,41658110;PM1750322;1750322;1
2019-021801787-001;POLICIA CIVIL;DESATIVADASRACIONAL SEDE/63 BPM;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;PREENCHIMENTO OPCIONAL;31/12/9999;;10/05/2019;00:00:00;11/05/2019;RUA;FERNAO DIAS;;PREENCHIMENTO OPCIONAL;;1508;CAIO GREGORY;;;;ITATIAIUCU;-20,20400140;-44,41686270;PC764401;764401;1
2019-014836175-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;31/03/2019;12:31:00;31/03/2019;12:30:00;03/04/2019;RUA;LUIZ CARLOS DE OLIVEIRA;;PREENCHIMENTO OPCIONAL;;27.0000;CAIO GREGORY;;;;ITATIAIUCU;-20,20071930;-44,41692770;PM1700780;1700780;1
2019-043505761-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;05/09/2019;09:20:00;05/09/2019;04:00:00;09/09/2019;AVENIDA;DUQUE CAXIAS;;PREENCHIMENTO OPCIONAL;;630;CENTRO;;;;ITATIAIUCU;-20,19607440;-44,41726660;PM1168723;1168723;1
2019-037734388-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;07/08/2019;08:17:00;07/08/2019;07:00:00;09/08/2019;AVENIDA;NOSSA SENHORA APARECIDA;;PREENCHIMENTO OPCIONAL;;142;PIO DOZE;;;;ITATIAIUCU;-20,19985500;-44,41733980;PM1501774;1501774;1
2019-043119666-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;05/09/2019;09:15:00;05/09/2019;04:00:00;08/09/2019;AVENIDA;NOSSA SENHORA APARECIDA;;PREENCHIMENTO OPCIONAL;;179;PIO DOZE;;;PRÓXIMO A RUA FERNÃO DIAS;ITATIAIUCU;-20,20017430;-44,41740740;PM1168723;1168723;1
2019-009843686-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;TENTADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;02/03/2019;14:30:00;02/03/2019;13:35:00;04/03/2019;POVOADO;SAMAMBAIA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,15261940;-44,41824170;PM1700780;1700780;1
2019-043824230-001;POLICIA CIVIL;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;DELEGACIA DE POLICIA CIVIL/ITAUNA;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;09/09/2019;10:57:00;06/09/2019;07:45:00;11/09/2019;POVOADO;SAMAMBAIA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA SAMAMBAIA;ITATIAIUCU;-20,15261940;-44,41824170;PC764401;764401;1
2019-004236742-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;MEIO DESCONHECIDO;25/01/2019;18:00:00;25/01/2019;18:00:00;30/01/2019;RUA;JERONIMO PEDROSA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,19872450;-44,41836010;PM1168723;1425669;1
2019-004858766-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ABUSO DE CONFIANCA;31/01/2019;16:00:00;31/01/2019;15:59:00;02/02/2019;RUA;JERONIMO PEDROSA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,19958390;-44,41843660;PM1459353;1459353;1
2019-007606182-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;17/02/2019;21:50:00;17/02/2019;20:00:00;19/02/2019;RUA;SANTA EULALIA;;PREENCHIMENTO OPCIONAL;;156;PIO DOZE;;CASA;;ITATIAIUCU;-20,20447510;-44,41844700;PM1750322;1750322;1
2019-003070132-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEIO DESCONHECIDO;29/01/2019;08:00:00;29/01/2019;08:00:00;31/01/2019;RODOVIA;MG 431;;PREENCHIMENTO OPCIONAL;;10;CENTRO;;;;ITATIAIUCU;-20,19770270;-44,41881660;PM1699172;1699172;1
2019-021248020-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;AMEACA;07/05/2019;10:35:00;07/05/2019;10:35:00;09/05/2019;RUA;MILTON DE OLIVEIRA PENIDO;;PREENCHIMENTO OPCIONAL;;749;PIO DOZE;;NUMERO 785;;ITATIAIUCU;-20,20745930;-44,41925770;PM1406339;1406339;1
2019-002612023-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;17/01/2019;21:40:00;17/01/2019;18:40:00;19/01/2019;AVENIDA;JOSE FRANCISCO DA SILVA;;PREENCHIMENTO OPCIONAL;;192.000;CENTRO;CENTRO;;;ITATIAIUCU;-20,19750270;-44,42011950;PM1698604;1698604;1
2019-015184317-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;MEDIANTE FRAUDE;02/04/2019;13:15:00;02/04/2019;13:15:00;03/04/2019;RUA;PRIMEIRO DE MAIO;;PREENCHIMENTO OPCIONAL;;76;INVÁLIDO;;LOJA EBENEZZER;;ITATIAIUCU;-20,19751920;-44,42074050;PM1406339;1406339;1
2019-010445221-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;05/03/2019;20:00:00;05/03/2019;19:40:00;08/03/2019;RUA;GARDENIAS;;PREENCHIMENTO OPCIONAL;;350.000;QUINTAS DA ITATIAIA;QUINTAS DA ITATIAIA;;;ITATIAIUCU;-20,17868720;-44,42075800;PM1168723;1168723;1
2019-011707974-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;MEIO DESCONHECIDO;13/03/2019;14:29:00;12/03/2019;09:30:00;15/03/2019;AVENIDA;JOSE FRANCISCO DA SILVA;;PREENCHIMENTO OPCIONAL;;98.0000;CENTRO;CENTRO;;;ITATIAIUCU;-20,19807180;-44,42077300;PM1750322;1750322;1
2019-005103323-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;02/02/2019;11:45:00;02/02/2019;08:25:00;04/02/2019;RUA;HORTENCIAS;;PREENCHIMENTO OPCIONAL;;61;QUINTAS DA ITATIAIA;;;PRÓXIMO A CAIXA DE ÁGUA;ITATIAIUCU;-20,18467130;-44,42135590;PM1168723;1168723;1
2019-015026843-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;01/04/2019;15:30:00;01/04/2019;07:00:00;03/04/2019;RUA;MARIA GERALDA CAMPOS DE RESENDE;;PREENCHIMENTO OPCIONAL;;53;CENTRO;;;;ITATIAIUCU;-20,19860720;-44,42137680;PM1506229;1700780;1
2019-042737615-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;03/09/2019;09:41:00;03/09/2019;09:40:00;05/09/2019;RUA;CAXIAS, DUQUE DE;;PREENCHIMENTO OPCIONAL;;20;INVÁLIDO;;;;ITATIAIUCU;-20,19976030;-44,42153880;PM1506229;1506229;1
2019-029668499-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;MEIO DESCONHECIDO;23/06/2019;16:00:00;23/06/2019;15:00:00;25/06/2019;PRACA;ANTONIO QUIRINO DA SILVA;;PREENCHIMENTO OPCIONAL;;0;CENTRO;;;;ITATIAIUCU;-20,19721550;-44,42164870;PM1750322;1750322;1
