Código Grupo;Descrição Grupo;Código Classe;Descrição Classe;Código Subclasse;Descrição Subclasse
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80084;EXTRAVIO DE EQUIPAMENTO TELECOMINICAÇÃO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80085;EXTRAVIO DE EQUIPAMENTO SEGURANÇA ELETRONICA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80086;EXTRAVIO DE MATERIAL DE INFORMATICA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80087;DEFEITO EM EQUIPEMENTO TELECOMUNICAÇÃO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80088;DEFEITO EM EQUIPEMENTO INFORMATICA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80089;DEFEITO EM EQUIPEMENTO SEGURANÇA ELETRONICA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80090;EXTRAVIO DE RAIOS-X /SCANNER
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80091;DEFEITO EM RAIOS-X /SCANNER
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80092;EXTRAVIO DE EQUIPAMENTO CFTV
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80093;DEFEITO EQUIPAMENTO CFTV
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80094;DIVULGAÇÃO DE IMAGEM CFTV
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80095;DIVULGAÇÃO DADOS DE CUSTODIADO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80096;USO MODERADO DA FORÇA /CONTENÇÃO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80097;USO ILEGAL DE EQUIPAMENTO/MATERIAL/ARMAMENTO DA UNIDADE
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80098;USO ILEGAL DE VEICULO OFICIAL
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80099;OCORRENCIA TECNICA TELECOMUNICAÇÃO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80100;OCORRENCIA TECNICA CFTV/SEGURANÇA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80101;DESVIO DE FUNÇÃO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80102;DESVIO DE FINALIDADE
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80103;DESVIO DE CONDUTA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80104;OCORRENCIA COM VISITANTE
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80105;SOLICITAÇÃO DE COOPERAÇÃO PCMG/PMMG/CBMMG/GUARDA MUNICIPAL
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80106;COOPERAÇÃO TECNICA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80107;FALTA DE EFETIVO TECNICO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80108;FALTA DE EFETIVO DE SEGURANÇA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80109;FALTA DE MATERIAL BELICO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80110;FALTA DE MUNIÇÕES
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80111;FALTA DE EQUIPAMENTO DE TELECOMUNICAÇÃO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80112;FALTA DE EQUIPAMENTO DE SEGURANÇA ELETRONICA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80113;FALTA DE ARMAMENTO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80114;FALTA DE IMPO - INSTRUMENTO DE MENOR PORTENCIAL OFENSIVO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80115;FALTA DE ESPAGIDOR DE GAS
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80116;FALTA DE VIATURA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80117;USO ILEGAL DE SENHA E ACESSO AO SISTEMA INFORMAÇÕES
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80118;EXTRAVIO DE MATERIAL/EQUIPAMENTO DE SEGURANÇA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80119;OCORRENCIA NA ENTREGA DE ALIMENTAÇÃO NA UNIDADE
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80120;OCORRENCIA DE VISITANTE
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80121;OCORRENCIA COM FORNECEDORES
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80122;FALTA DE POSTURA PROFISSIONAL
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80123;DORMIR EM SERVIÇO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80124;ACOES INTEGRADAS CICC/CIAD/CINDS
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80125;TENTATIVA DE FUGA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80126;LOCALIZAÇÃO DE AVARIAS NO INTERIOR DA CELA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80127;MATERIAL / OBJETO NÃO PERMITIDO NO INTERIOR DA CELA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80128;MATERIAL ARREMESSADO DENTRO DA UNIDADE SOCIOEDUCATIVA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80129;MATERIAL ARREMESSADO PARA FORA DA UNIDADE SOCIOEDUCATIVA
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80130;MATERIAL ARREMESSADO ENTRE ALOJAMENTOS/NUCLEO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80131;LOCALIZAÇÃO DE OBJETO/ALIMENTOS NÃO PERMITDOS NO INTERIOR DO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80132;POSUTA INADEQUADA, DURANTE ESTUDO OU QUAISQUER OUTRAS ATIVID
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80133;COMERCIALIZAR DENTRO DA UNIDADE SOCIOEDUCATIVA MATERIAL/OBJ
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80134;EFETUAR LIGAÇÃO DE TELEFONE SEM AUTORIZAÇÃO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80135;DESRESPEITAR FUNCIONÁRIO, VISITANTE, COLEGA E OUTREM, DENTRO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80136;ENTRAR OU PERMANECER EM ÁREAS ADMINISTRATIVAS DA UNIDADE SOC
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80137;PRATICAR ATO CONSTITUTIVO DE CONTRAVENÇÃO PENAL
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80138;RECUSAR, SEM MOTIVO JUSTO, ATIVIDADE QUE LHE FOR DETERMINADO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80139;SIMULAR DOENÇA OU ESTADO DE PRECARIEDADE FÍSICA PARA EXIMIR-
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80140;CONTENÇÕES EM ADOLESCENTES
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80141;VISITA TRANQUILIZADORA AGENTE/SERVIDOR AMEAÇADO
A00000;ACOES DE DEFESA SOCIAL;A80000;OCORRENCIAS - TIPICAS PRISIONAL E SOCIOEDUCATIVO;A80142;VISITA TRANQUILIZADORA AGENTE/SERVIDOR POS SINISTRO
A00000;ACOES DE DEFESA SOCIAL;A99000;OUTROS ACOES DEFESA SOCIAL;A99000;OUTRAS ACOES DE DEFESA SOCIAL
A00000;ACOES DE DEFESA SOCIAL;A99000;OUTROS ACOES DEFESA SOCIAL;A99000;OUTRAS ACOES DEFESA SOCIAL
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01121;HOMICIDIO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01122;INDUZ / INSTIGA / AUXILIA SUICIDIO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01123;INFANTICIDIO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01124;AUTO ABORTO OU ABORTO CONSENTIDO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01124;ABORTO PROVOCADO PELA GESTANTE OU COM SEU CONSENTIMENTO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01125;ABORTO PROVOCADO POR TERCEIRO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01126;ABORTO PROVOCADO C/ CONSENTIMENTO DA GESTANTE
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01129;LESAO CORPORAL
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01130;PERIGO DE CONTAGIO VENEREO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01131;PERIGO DE CONTAGIO DE MOLESTIA GRAVE
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01132;PERIGO PARA A VIDA OU SAUDE DE OUTREM
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01133;ABANDONO DE INCAPAZ
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01134;EXPOSICAO OU ABANDONO DE RECEM-NASCIDO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01135;OMISSAO DE SOCORRO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01136;MAUS TRATOS
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01137;RIXA
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01138;CALUNIA
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01139;DIFAMACAO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01140;INJURIA
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01146;CONSTRANGIMENTO ILEGAL
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01146;CONSTRANGIMENTO ILEGAL
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01147;AMEACA
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01148;SEQUESTRO E CARCERE PRIVADO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01149;REDUCAO A CONDICAO ANALOGA A DE ESCRAVO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01150;VIOLACAO DE DOMICILIO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01151;CRIME CONTRA A CORRESPONDENCIA / COMUNICACAO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01152;CORRESPONDENCIA COMERCIAL
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01153;DIVULGACAO DE SEGREDO
B00000;INFRACOES CONTRA A PESSOA;B01000;INFRACOES PENAIS CONTRA A PESSOA;B01154;VIOLACAO DO SEGREDO PROFISSIONAL
B00000;INFRACOES CONTRA A PESSOA;B02000;CRIME DE TORTURA;B02001;TORTURA
B00000;INFRACOES CONTRA A PESSOA;B02000;CRIME DE TORTURA;B02010;TORTURA
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05228;NAO REGISTRO AS ATV DO PARTO QDO DA ALTA
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05229;NAO IDENTIFICAR CORRETAMENTE O NEONATO / MAE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05230;PRIVA MENOR DE IDADE DA LIBERDADE DE LOCOMOC.
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05231;NAO COMUNICAR A APREENSAO DE MENOR DE IDADE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05232;CONSTRANGE/VEXAME MENOR DE IDADE SOB GUARDA
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05234;NAO LIBERAR MENOR DE IDADE DA APREENSAO ILEG.
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05235;NAO CUMPRIR PRAZO DO ECA DO ADOLESCE. APREE.
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05236;IMPEDE/EMBARACA ACAO DA AUTORIDADE COMPETENTE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05237;SUBTRAIR MENOR DE IDADE DE QUEM O TEM GUARDA
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05238;PROMETER/EFETIVAR ENTREGA DE FILHO A TERCEIRO
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05239;TRAFICO INTERNACIONAL DE CRIANCA/ADOLESCENTE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05240;TEATRO/TV/FILME-MENOR DE IDADE EM SEXO/PORNO
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05240;PRODUCAO/REGIST DE CENA DE SEXO COM CRIAN/ADOL
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05240;TEATRO/TV/FILME-MENOR DE IDADE EM SEXO/PORNO
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05241;FOTOG./PUBLICA CENA DE SEXO/PORNO C/MENOR ID.
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05241;VENDA DE FOTO/VIDEO C/ CENA DE SEXO ENV CRIAN/ADOL
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05241;FOTOG./PUBLICA CENA DE SEXO/PORNO C/MENOR ID.
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05242;VENDE/ENTREGA ARMA/MUNICAO EXPLO. A CRIANCA/ADOLESCENTE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05243;FORNECE PRODUTO CAUSA DEPENDE/FISICA MENOR I.
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05243;VENDA P/ CRIAN/ADOL PRODUTO QUE CAUSA DEPENDENCIA
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05243;FORNECE PRODUTO CAUSA DEPENDE/FISICA MENOR I.
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05244;VENDER/DA A MENOR IDADE FOGOS DE ARTIFICIO/E
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05244;VENDA P/ CRIAN/ADOL DE FOGOS DE ARTIFICIO/SIMILAR
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05244;VENDER/DA A MENOR IDADE FOGOS DE ARTIFICIO/E
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05501;PROSTITUICAO/EXPLORA SEXU. DE MENOR DE IDADE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05501;EXPLORACAO SEXUAL DE CRIANÇA/ADOLESCENTE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05501;PROSTITUICAO/EXPLORA SEXU. DE MENOR DE IDADE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05502;USO/DIVULG MATERIAL C/ CENA DE SEXO ENV CRIAN/ADOL
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05502;DIVULGA MEIO INF/TV/FOTO CENA SEXO CRIANCA/ADOLESCENTE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05503;POSSE DE MATERIAIS COM CENA DE SEXO ENV CRIAN/ADOL
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05503;ADQUIRIR FOTO/VIDEO C/ SEXO/PORNO CRIANCA/ ADOLESCENTE
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05504;SIMULAR A PARTIC DE CRIAN/ADOLES EM CENA DE SEXO
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05504;SIMULA PARTIC.CRIANCA/ADOLESCENTE CENA PORNO MEIO VIDEO
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05505;ALICIAR CRIANCA PARA PRATICA DE ATO LIBIDINOSO
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05505;CONSTRANGE MEIO COM. CRIANCA P/ PRATICA ATO LIBIDINOSO
B00000;INFRACOES CONTRA A PESSOA;B05000;CRIMES REL. ESTATUTO DA CRIANCA E DO ADOLESCENTE;B05506;CORRUPCAO DE MENORES PARA PRATICA DE CRIME
B00000;INFRACOES CONTRA A PESSOA;B08000;CONTRAVENCOES CONTRA A PESSOA;B08020;ANUNCIO DE MEIO ABORTIVO
B00000;INFRACOES CONTRA A PESSOA;B08000;CONTRAVENCOES CONTRA A PESSOA;B08021;VIAS DE FATO / AGRESSAO
B00000;INFRACOES CONTRA A PESSOA;B08000;CONTRAVENCOES CONTRA A PESSOA;B08200;ANUNCIO DE MEIO ABORTIVO
B00000;INFRACOES CONTRA A PESSOA;B08000;CONTRAVENCOES CONTRA A PESSOA;B08210;VIAS DE FATO / AGRESSAO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13096;DISCRIMINA/IMPEDE O ACESSO DO IDOSO A BANCO/T
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13097;RECUSA/DIFICULTA/NAO ASSISTE IDOSO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13098;NAO PROVE/ABANDONA IDOSO EM INST.HOSPITALAR
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13099;EXPOE A PERIGO/ PRIVA DE COMIDA/CUIDADO IDOSO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13100;IMPEDE/RECUSA/NAO ASSISTE A SAUDE DO IDOSO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13101;NAO CUMPRE/FRUSTA EXECUC/ORDEM JUDICIAL/IDOSO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13102;APROPRIA/DESV/BEM/PROVENTO/PENSAO/REND.IDOSO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13103;NAO ACOLHER/PERMANEC.DO IDOSO SEM OUTORGA
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13104;RETER CARTAO M/DOC.DE BENEF/PROVENTO/PENSAO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13105;EXIBE/VEIC INFOR/IMAGEM DEPREC/INJURI. IDOSO
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13106;INDUZ IDOSO S/ DISCERN OUTORGAR PROCURC P/BEM
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13107;COAGIR IDOSO A DOAR/CONTRAT/TEST/OUTORGAR
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13108;LAVRA ATO NOTARIAL, ENVOLVE IDOSO S/DISCERN
B00000;INFRACOES CONTRA A PESSOA;B13000;CRIMES RELATIVOS AO ESTATUTO DO IDOSO;B13109;IMPEDE/EMBARACA ATO DO MP/QQ FISCAL
B00000;INFRACOES CONTRA A PESSOA;B24000;SERVICOS POSTAIS;B24000;SERVICOS POSTAIS
B00000;INFRACOES CONTRA A PESSOA;B24000;SERVICOS POSTAIS;B24036;FALSIFICA/VENDE/RESTITUI CIRCULAC SELO POSTAL
B00000;INFRACOES CONTRA A PESSOA;B24000;SERVICOS POSTAIS;B24037;USA/VENDE/RESTITUI/FORNECE SELO ALTERADO
B00000;INFRACOES CONTRA A PESSOA;B24000;SERVICOS POSTAIS;B24038;FABRICA/FORN/GUARDA OBJETO DEST A FALSIF SELO
B00000;INFRACOES CONTRA A PESSOA;B24000;SERVICOS POSTAIS;B24039;REPRODUZ/ALTERA SELO/PECA FILAT DE COLECAO
B00000;INFRACOES CONTRA A PESSOA;B24000;SERVICOS POSTAIS;B24040;DEVASSA/APOSSA/SONEGA/DESTR CORRESPONDENCIA
B00000;INFRACOES CONTRA A PESSOA;B24000;SERVICOS POSTAIS;B24041;VIOLA SEGREDO PROFISSIONAL DA CORRESPONDENCIA
