Número REDS;Órgão Unidade Registro
2018-011355124-001;POLICIA MILITAR
2018-011355770-001;POLICIA MILITAR
2018-011416060-001;POLICIA MILITAR
2018-011541530-001;POLICIA CIVIL
2018-011607558-001;POLICIA MILITAR
2018-012669858-001;POLICIA CIVIL
2018-019733563-001;POLICIA CIVIL
2018-011472955-001;POLICIA MILITAR
2018-011517860-001;POLICIA MILITAR
2018-011598570-001;POLICIA MILITAR
2018-011608145-001;POLICIA MILITAR
2018-012736462-001;POLICIA CIVIL
2018-012741268-001;POLICIA CIVIL
2018-017925762-001;POLICIA CIVIL
2018-011696790-001;POLICIA MILITAR
2018-011786369-001;POLICIA MILITAR
2018-011800195-001;POLICIA MILITAR
2018-011841176-001;POLICIA MILITAR
2018-012275427-001;POLICIA CIVIL
2018-011909108-001;POLICIA MILITAR
2018-011969756-001;POLICIA MILITAR
2018-011974131-001;POLICIA MILITAR
2018-011992315-001;POLICIA MILITAR
2018-012002582-001;POLICIA MILITAR
2018-012035736-001;POLICIA MILITAR
2018-012349193-001;POLICIA CIVIL
2018-012129070-001;POLICIA MILITAR
2018-012149883-001;POLICIA MILITAR
2018-012189123-001;POLICIA MILITAR
2018-012208723-001;POLICIA MILITAR
2018-012215816-001;POLICIA MILITAR
2018-012219513-001;POLICIA MILITAR
2018-012318860-001;POLICIA MILITAR
2018-012331947-001;POLICIA CIVIL
2018-012476753-001;POLICIA CIVIL
2018-012722008-001;POLICIA CIVIL
2018-012299677-001;POLICIA MILITAR
2018-012317131-001;POLICIA MILITAR
2018-012369285-001;POLICIA CIVIL
2018-012382910-001;POLICIA MILITAR
2018-012463059-001;POLICIA CIVIL
2018-012475943-001;POLICIA CIVIL
2018-012457889-001;POLICIA MILITAR
2018-012528830-001;POLICIA MILITAR
2018-012559148-001;POLICIA MILITAR
2018-012592869-001;POLICIA MILITAR
2018-012634680-001;POLICIA MILITAR
2018-012897572-001;POLICIA CIVIL
2018-013035733-001;POLICIA CIVIL
2018-016400259-001;POLICIA CIVIL
2018-012702728-001;POLICIA MILITAR
2018-012706700-001;POLICIA MILITAR
2018-012707564-001;POLICIA MILITAR
2018-012729486-001;POLICIA MILITAR
2018-012766876-001;POLICIA MILITAR
2018-012787947-001;POLICIA MILITAR
2018-012888058-001;POLICIA CIVIL
2018-012879003-001;POLICIA MILITAR
2018-012923923-001;POLICIA MILITAR
2018-012931722-001;POLICIA MILITAR
2018-012934193-001;POLICIA MILITAR
2018-012935902-001;POLICIA MILITAR
2018-012964146-001;POLICIA MILITAR
2018-014792327-001;POLICIA CIVIL
2018-016280156-001;POLICIA CIVIL
2018-013052912-001;POLICIA MILITAR
2018-013061612-001;POLICIA MILITAR
2018-013087952-001;POLICIA MILITAR
2018-013088039-001;POLICIA MILITAR
2018-013110974-001;POLICIA MILITAR
2018-013112763-001;POLICIA MILITAR
2018-013193198-001;POLICIA CIVIL
2018-013195758-001;POLICIA MILITAR
2018-013307450-001;POLICIA MILITAR
2018-013308924-001;POLICIA MILITAR
2018-013310350-001;POLICIA MILITAR
2018-013357535-001;POLICIA MILITAR
2018-013364879-001;POLICIA MILITAR
2018-013374426-001;POLICIA MILITAR
2018-013471550-001;POLICIA CIVIL
2018-020517909-001;POLICIA CIVIL
2018-013450919-001;POLICIA MILITAR
2018-013452500-001;POLICIA MILITAR
2018-013494060-001;POLICIA MILITAR
2018-013512195-001;POLICIA CIVIL
2018-013529712-001;POLICIA MILITAR
2018-013531778-001;POLICIA CIVIL
2018-013537041-001;POLICIA MILITAR
2018-013538061-001;POLICIA MILITAR
2018-013539144-001;POLICIA CIVIL
2018-013580664-001;POLICIA MILITAR
2018-013600143-001;POLICIA MILITAR
2018-014179332-001;POLICIA MILITAR
2018-054883927-001;POLICIA CIVIL
2018-013503138-001;POLICIA MILITAR
2018-013614329-001;POLICIA MILITAR
2018-013641152-001;POLICIA MILITAR
2018-013683062-001;POLICIA MILITAR
2018-013684788-001;POLICIA MILITAR
2018-013695145-001;POLICIA CIVIL
2018-013697207-001;POLICIA MILITAR
2018-013715057-001;POLICIA CIVIL
2018-013894682-001;POLICIA MILITAR
2018-013901028-001;POLICIA MILITAR
2018-013926861-001;POLICIA MILITAR
2018-013934331-001;POLICIA MILITAR
2018-013961992-001;POLICIA MILITAR
2018-014554140-001;POLICIA CIVIL
2018-013998345-001;POLICIA MILITAR
2018-014002715-001;POLICIA MILITAR
2018-014003917-001;POLICIA MILITAR
2018-014047841-001;POLICIA MILITAR
2018-014063361-001;POLICIA MILITAR
2018-014070610-001;POLICIA MILITAR
2018-014740816-001;POLICIA CIVIL
2018-014909391-001;POLICIA CIVIL
2018-014168044-001;POLICIA MILITAR
2018-014177976-001;POLICIA MILITAR
2018-014180757-001;POLICIA MILITAR
2018-014255866-001;POLICIA MILITAR
2018-014265909-001;POLICIA MILITAR
2018-014927036-001;POLICIA CIVIL
2018-014270080-001;POLICIA MILITAR
2018-014306857-001;POLICIA MILITAR
2018-014330646-001;POLICIA MILITAR
2018-014383829-001;POLICIA MILITAR
2018-015317960-001;POLICIA CIVIL
2018-016265800-001;POLICIA CIVIL
2018-014408592-001;POLICIA MILITAR
2018-014586236-001;POLICIA CIVIL
2018-014588943-001;POLICIA CIVIL
2018-014605429-001;POLICIA MILITAR
2018-014610356-001;POLICIA CIVIL
2018-015134714-001;POLICIA CIVIL
2018-014596285-001;POLICIA MILITAR
2018-014611413-001;POLICIA MILITAR
2018-014617107-001;POLICIA MILITAR
2018-014625971-001;POLICIA MILITAR
2018-014643118-001;POLICIA CIVIL
2018-014654211-001;POLICIA MILITAR
2018-014665042-001;POLICIA MILITAR
2018-014687800-001;POLICIA MILITAR
2018-018097051-001;POLICIA CIVIL
2018-014766620-001;POLICIA MILITAR
2018-014839140-001;POLICIA MILITAR
2018-014863622-001;POLICIA MILITAR
2018-014927575-001;POLICIA CIVIL
2018-014965070-001;POLICIA CIVIL
2018-014966087-001;POLICIA CIVIL
2018-015915537-001;POLICIA CIVIL
2018-018086694-001;POLICIA CIVIL
2018-015005287-001;POLICIA MILITAR
2018-015005590-001;POLICIA MILITAR
2018-015010292-001;POLICIA MILITAR
2018-016208096-001;POLICIA CIVIL
2018-015078642-001;POLICIA MILITAR
2018-015097796-001;POLICIA MILITAR
2018-015109134-001;POLICIA MILITAR
2018-015109398-001;POLICIA MILITAR
2018-015120513-001;POLICIA MILITAR
2018-015133328-001;POLICIA CIVIL
2018-015151778-001;POLICIA MILITAR
2018-015191910-001;POLICIA MILITAR
2018-015202559-001;POLICIA MILITAR
2018-015228481-001;POLICIA MILITAR
2018-015280644-001;POLICIA MILITAR
2018-015286275-001;POLICIA MILITAR
2018-015330236-001;POLICIA MILITAR
2018-015731236-001;POLICIA CIVIL
2018-015734020-001;POLICIA CIVIL
2018-015505564-001;POLICIA MILITAR
2018-015528935-001;POLICIA MILITAR
2018-015672894-001;POLICIA CIVIL
2018-015680533-001;POLICIA CIVIL
2018-017038303-001;POLICIA CIVIL
2018-017394978-001;POLICIA CIVIL
2018-015616090-001;POLICIA MILITAR
2018-015714148-001;POLICIA CIVIL
2018-015752664-001;POLICIA CIVIL
2018-016050720-001;POLICIA CIVIL
2018-015672433-001;POLICIA MILITAR
2018-015681293-001;POLICIA MILITAR
2018-015705526-001;POLICIA MILITAR
2018-015707789-001;POLICIA MILITAR
2018-015727570-001;POLICIA MILITAR
2018-015795030-001;POLICIA MILITAR
2018-015807625-001;POLICIA MILITAR
2018-015815584-001;POLICIA MILITAR
2018-015830097-001;POLICIA MILITAR
2018-015832895-001;POLICIA MILITAR
2018-016029242-001;POLICIA MILITAR
2018-016116462-001;POLICIA CIVIL
2018-015865450-001;POLICIA MILITAR
2018-015881700-001;POLICIA MILITAR
2018-015909659-001;POLICIA MILITAR
2018-015928809-001;POLICIA MILITAR
2018-015940411-001;POLICIA MILITAR
2018-016025019-001;POLICIA MILITAR
2018-016042044-001;POLICIA MILITAR
2018-016210370-001;POLICIA CIVIL
2018-016211936-001;POLICIA CIVIL
2018-016245718-001;POLICIA MILITAR
2018-016997960-001;POLICIA MILITAR
2018-017956330-001;POLICIA CIVIL
2018-016029164-001;POLICIA MILITAR
2018-016046958-001;POLICIA MILITAR
2018-016071388-001;POLICIA MILITAR
2018-016076309-001;POLICIA MILITAR
2018-016132831-001;POLICIA MILITAR
2018-016146941-001;POLICIA MILITAR
2018-016152503-001;POLICIA MILITAR
2018-016236009-001;POLICIA CIVIL
2018-016414735-001;POLICIA MILITAR
2018-023561588-001;POLICIA CIVIL
2018-016186510-001;POLICIA MILITAR
2018-016314375-001;POLICIA MILITAR
2018-016399748-001;POLICIA CIVIL
2018-016989991-001;POLICIA CIVIL
2018-016377735-001;POLICIA MILITAR
2018-016381160-001;POLICIA MILITAR
2018-016383219-001;POLICIA MILITAR
2018-016400290-001;POLICIA MILITAR
2018-016419149-001;POLICIA MILITAR
2018-016430816-001;POLICIA MILITAR
2018-016477114-001;POLICIA MILITAR
2018-016503638-001;POLICIA MILITAR
2018-018259835-001;POLICIA CIVIL
2018-026837025-001;POLICIA CIVIL
2018-016560010-001;POLICIA MILITAR
2018-016598746-001;POLICIA MILITAR
2018-016608890-001;POLICIA MILITAR
2018-016611487-001;POLICIA MILITAR
2018-016619728-001;POLICIA MILITAR
2018-016655593-001;POLICIA MILITAR
2018-016905961-001;POLICIA CIVIL
2018-017043453-001;POLICIA CIVIL
2018-017156929-001;POLICIA MILITAR
2018-016695463-001;POLICIA MILITAR
2018-016716580-001;POLICIA MILITAR
2018-016717004-001;POLICIA MILITAR
2018-016833687-001;POLICIA MILITAR
2018-017208670-001;POLICIA CIVIL
2018-017215812-001;POLICIA CIVIL
2018-017339980-001;POLICIA CIVIL
2018-021637208-001;POLICIA CIVIL
2018-016831164-001;POLICIA MILITAR
2018-016852172-001;POLICIA MILITAR
2018-016865589-001;POLICIA MILITAR
2018-016876927-001;POLICIA MILITAR
2018-016880665-001;POLICIA CIVIL
2018-016882260-001;POLICIA MILITAR
2018-016884531-001;POLICIA CIVIL
2018-016989073-001;POLICIA MILITAR
2018-016974610-001;POLICIA MILITAR
2018-017036122-001;POLICIA MILITAR
2018-017088718-001;POLICIA MILITAR
2018-017237446-001;POLICIA MILITAR
2018-017342969-001;POLICIA CIVIL
2018-025727067-001;POLICIA CIVIL
2018-017170032-001;POLICIA MILITAR
2018-017191473-001;POLICIA CIVIL
2018-017211190-001;POLICIA MILITAR
2018-017279014-001;POLICIA MILITAR
2018-017337520-001;POLICIA MILITAR
2018-017352375-001;POLICIA CIVIL
2018-017490571-001;POLICIA MILITAR
2018-019518876-001;POLICIA CIVIL
2018-017366732-001;POLICIA MILITAR
2018-017376857-001;POLICIA MILITAR
2018-017395405-001;POLICIA MILITAR
2018-017434852-001;POLICIA MILITAR
2018-017454070-001;POLICIA MILITAR
2018-017547243-001;POLICIA CIVIL
2018-019568020-001;POLICIA MILITAR
2018-017574130-001;POLICIA MILITAR
2018-017589714-001;POLICIA MILITAR
2018-018157188-001;POLICIA CIVIL
2018-017640790-001;POLICIA MILITAR
2018-017641898-001;POLICIA MILITAR
2018-017659047-001;POLICIA MILITAR
2018-017677982-001;POLICIA MILITAR
2018-017688848-001;POLICIA MILITAR
2018-017705195-001;POLICIA MILITAR
2018-017706161-001;POLICIA MILITAR
2018-017727468-001;POLICIA MILITAR
2018-017738834-001;POLICIA MILITAR
2018-017843649-001;POLICIA MILITAR
2018-017850428-001;POLICIA MILITAR
2018-017920638-001;POLICIA CIVIL
2018-018305550-001;POLICIA CIVIL
2018-019524873-001;POLICIA MILITAR
2018-017792200-001;POLICIA MILITAR
2018-017806757-001;POLICIA MILITAR
2018-017854112-001;POLICIA MILITAR
2018-017872080-001;POLICIA MILITAR
2018-018440857-001;POLICIA CIVIL
2018-017898573-001;POLICIA MILITAR
2018-017902560-001;POLICIA MILITAR
2018-017923211-001;POLICIA MILITAR
2018-017925446-001;POLICIA MILITAR
2018-018044609-001;POLICIA MILITAR
2018-018250819-001;POLICIA CIVIL
2018-018515730-001;POLICIA CIVIL
2018-018067475-001;POLICIA CIVIL
2018-018087448-001;POLICIA MILITAR
2018-018094346-001;POLICIA MILITAR
2018-018095498-001;POLICIA MILITAR
2018-018097324-001;POLICIA MILITAR
2018-018116231-001;POLICIA MILITAR
2018-018144226-001;POLICIA MILITAR
2018-018184140-001;POLICIA MILITAR
2018-018184202-001;POLICIA MILITAR
2018-054881370-001;POLICIA CIVIL
2019-018996840-001;POLICIA CIVIL
2018-018287820-001;POLICIA CIVIL
2018-018302321-001;POLICIA MILITAR
2018-018364994-001;POLICIA MILITAR
2018-018369038-001;POLICIA MILITAR
2018-018372815-001;POLICIA MILITAR
2018-018383163-001;POLICIA MILITAR
2018-018482033-001;POLICIA MILITAR
2018-019561646-001;POLICIA CIVIL
2018-018423702-001;POLICIA MILITAR
2018-018495634-001;POLICIA CIVIL
2018-018495712-001;POLICIA MILITAR
2018-018536500-001;POLICIA MILITAR
2018-018565556-001;POLICIA MILITAR
2018-018611689-001;POLICIA MILITAR
2018-018634370-001;POLICIA MILITAR
2018-018651981-001;POLICIA MILITAR
2018-018659843-001;POLICIA MILITAR
2018-018703228-001;POLICIA MILITAR
2018-018717040-001;POLICIA MILITAR
2018-018727230-001;POLICIA MILITAR
2018-018752995-001;POLICIA MILITAR
2018-027871791-001;POLICIA CIVIL
2018-018817046-001;POLICIA MILITAR
2018-018827082-001;POLICIA MILITAR
2018-018837307-001;POLICIA MILITAR
2018-018886130-001;POLICIA MILITAR
2018-019397359-001;POLICIA CIVIL
2018-018933725-001;POLICIA MILITAR
2018-018935737-001;POLICIA MILITAR
2018-018958534-001;POLICIA MILITAR
2018-018997557-001;POLICIA MILITAR
2018-019760419-001;POLICIA CIVIL
2018-019056234-001;POLICIA MILITAR
2018-019062260-001;POLICIA MILITAR
2018-019070918-001;POLICIA MILITAR
2018-019072252-001;POLICIA MILITAR
2018-019092329-001;POLICIA MILITAR
2018-019098326-001;POLICIA MILITAR
2018-019099725-001;POLICIA MILITAR
2018-019117378-001;POLICIA MILITAR
2018-019146718-001;POLICIA MILITAR
2018-019173489-001;POLICIA MILITAR
2018-019533677-001;POLICIA CIVIL
2018-019204899-001;POLICIA MILITAR
2018-019245791-001;POLICIA MILITAR
2018-019290965-001;POLICIA MILITAR
2018-019299100-001;POLICIA MILITAR
2018-019336141-001;POLICIA CIVIL
2018-019391637-001;POLICIA CIVIL
2018-021471410-001;POLICIA CIVIL
2018-021691664-001;POLICIA CIVIL
2018-025278330-001;POLICIA CIVIL
2018-019325559-001;POLICIA MILITAR
2018-019329087-001;POLICIA MILITAR
2018-019336806-001;POLICIA MILITAR
2018-019382140-001;POLICIA MILITAR
2018-019396339-001;POLICIA CIVIL
2018-019397270-001;POLICIA MILITAR
2018-019453812-001;POLICIA MILITAR
2018-019509308-001;POLICIA CIVIL
2018-019535676-001;POLICIA MILITAR
2018-019511257-001;POLICIA MILITAR
2018-019514354-001;POLICIA MILITAR
2018-019529430-001;POLICIA MILITAR
2018-019554014-001;POLICIA MILITAR
2018-019577090-001;POLICIA MILITAR
2018-019592192-001;POLICIA MILITAR
2018-019601938-001;POLICIA MILITAR
2018-019615540-001;POLICIA MILITAR
2018-019634048-001;POLICIA MILITAR
2018-019636783-001;POLICIA MILITAR
2018-019699422-001;POLICIA MILITAR
2018-019722184-001;POLICIA MILITAR
2018-019758398-001;POLICIA CIVIL
2018-019770728-001;POLICIA MILITAR
2018-019658833-001;POLICIA MILITAR
2018-019678245-001;POLICIA MILITAR
2018-019682598-001;POLICIA MILITAR
2018-019699868-001;POLICIA MILITAR
2018-019711379-001;POLICIA CIVIL
2018-019717859-001;POLICIA MILITAR
2018-019750021-001;POLICIA MILITAR
2018-019759806-001;POLICIA MILITAR
2018-019765201-001;POLICIA MILITAR
2018-019783260-001;POLICIA MILITAR
2018-019783517-001;POLICIA MILITAR
2018-019821669-001;POLICIA MILITAR
2018-019854593-001;POLICIA MILITAR
2018-019871380-001;POLICIA MILITAR
2018-019877269-001;POLICIA MILITAR
2018-019891040-001;POLICIA MILITAR
2018-019925886-001;POLICIA MILITAR
2018-019929360-001;POLICIA MILITAR
2018-020029457-001;POLICIA MILITAR
2018-020128812-001;POLICIA MILITAR
2018-020648530-001;POLICIA CIVIL
2018-019952051-001;POLICIA MILITAR
2018-019989664-001;POLICIA MILITAR
2018-020062522-001;POLICIA MILITAR
2018-020062970-001;POLICIA MILITAR
2018-020104841-001;POLICIA CIVIL
2018-020145640-001;POLICIA CIVIL
2018-020299460-001;POLICIA CIVIL
2018-020499331-001;POLICIA CIVIL
2018-020151910-001;POLICIA MILITAR
2018-020185382-001;POLICIA CIVIL
2018-020227896-001;POLICIA MILITAR
2018-020228310-001;POLICIA CIVIL
2018-020231643-001;POLICIA MILITAR
2018-020350871-001;POLICIA CIVIL
2018-020273265-001;POLICIA MILITAR
2018-020276951-001;POLICIA MILITAR
2018-020281638-001;POLICIA MILITAR
2018-020314198-001;POLICIA MILITAR
2018-020332748-001;POLICIA MILITAR
2018-020352476-001;POLICIA MILITAR
2018-020376644-001;POLICIA MILITAR
2018-020389026-001;POLICIA MILITAR
2018-020463128-001;POLICIA CIVIL
2018-020635201-001;POLICIA MILITAR
2018-021291026-001;POLICIA CIVIL
2018-022634584-001;POLICIA CIVIL
2018-020469768-001;POLICIA MILITAR
2018-020474472-001;POLICIA MILITAR
2018-020521619-001;POLICIA MILITAR
2018-020561651-001;POLICIA MILITAR
2018-020579575-001;POLICIA MILITAR
2018-020591372-001;POLICIA MILITAR
2018-020593265-001;POLICIA MILITAR
2018-020686400-001;POLICIA CIVIL
2018-020825763-001;POLICIA CIVIL
2018-020839782-001;POLICIA CIVIL
2018-020860734-001;POLICIA CIVIL
2018-020662771-001;POLICIA MILITAR
2018-020768960-001;POLICIA MILITAR
2018-020831052-001;POLICIA CIVIL
2018-021266518-001;POLICIA CIVIL
2018-020868640-001;POLICIA MILITAR
2018-020905100-001;POLICIA MILITAR
2018-021704299-001;POLICIA MILITAR
2018-022039639-001;POLICIA CIVIL
2018-020487340-001;POLICIA CIVIL
2018-020971665-001;POLICIA MILITAR
2018-021015385-001;POLICIA MILITAR
2018-021079709-001;POLICIA MILITAR
2018-021082182-001;POLICIA MILITAR
2018-021308012-001;POLICIA CIVIL
2018-021119286-001;POLICIA MILITAR
2018-021124370-001;POLICIA MILITAR
2018-021156412-001;POLICIA MILITAR
2018-021175278-001;POLICIA MILITAR
2018-021209521-001;POLICIA MILITAR
2018-021215362-001;POLICIA MILITAR
2018-021215453-001;POLICIA MILITAR
2018-021285163-001;POLICIA CIVIL
2018-021344778-001;POLICIA CIVIL
2018-024479223-001;POLICIA CIVIL
2018-019533677-002;POLICIA CIVIL
2018-021258199-001;POLICIA MILITAR
2018-021258368-001;POLICIA MILITAR
2018-021268322-001;POLICIA CIVIL
2018-021292648-001;POLICIA MILITAR
2018-021339186-001;POLICIA MILITAR
2018-021352852-001;POLICIA MILITAR
2018-021363865-001;POLICIA MILITAR
2018-021378550-001;POLICIA MILITAR
2018-021380139-001;POLICIA MILITAR
2018-021391076-001;POLICIA MILITAR
2018-021450455-001;POLICIA MILITAR
2018-021465817-001;POLICIA CIVIL
2018-021469267-001;POLICIA MILITAR
2018-021475396-001;POLICIA MILITAR
2018-021489465-001;POLICIA MILITAR
2018-021509771-001;POLICIA MILITAR
2018-021558341-001;POLICIA MILITAR
2018-021561332-001;POLICIA MILITAR
2018-021570387-001;POLICIA MILITAR
2018-021581885-001;POLICIA MILITAR
2018-021582011-001;POLICIA MILITAR
2018-021582381-001;POLICIA MILITAR
2018-021651032-001;POLICIA CIVIL
2018-021673268-001;POLICIA CIVIL
2018-021628038-001;POLICIA MILITAR
2018-021669467-001;POLICIA MILITAR
2018-021680874-001;POLICIA MILITAR
2018-021691112-001;POLICIA CIVIL
2018-021694893-001;POLICIA MILITAR
2018-021723843-001;POLICIA MILITAR
2018-021886701-001;POLICIA CIVIL
2018-022674322-001;POLICIA CIVIL
2018-021807273-001;POLICIA CIVIL
2018-021846619-001;POLICIA MILITAR
2018-021894200-001;POLICIA CIVIL
2018-021915116-001;POLICIA MILITAR
2018-021919337-001;POLICIA MILITAR
2018-022034021-001;POLICIA MILITAR
2018-022029988-001;POLICIA MILITAR
2018-022105487-001;POLICIA MILITAR
2018-022134920-001;POLICIA MILITAR
2018-022138552-001;POLICIA MILITAR
2018-022448412-001;POLICIA CIVIL
2018-022197040-001;POLICIA MILITAR
2018-022202110-001;POLICIA MILITAR
2018-022236471-001;POLICIA MILITAR
2018-022238821-001;POLICIA MILITAR
2018-022239055-001;POLICIA MILITAR
2018-022264178-001;POLICIA MILITAR
2018-022446285-001;POLICIA MILITAR
2018-022321090-001;POLICIA MILITAR
2018-022331159-001;POLICIA MILITAR
2018-022350049-001;POLICIA MILITAR
2018-022353882-001;POLICIA MILITAR
2018-022393843-001;POLICIA MILITAR
2018-022617559-001;POLICIA CIVIL
2018-022662209-001;POLICIA MILITAR
2018-028234344-001;POLICIA CIVIL
2018-022480342-001;POLICIA MILITAR
2018-022486550-001;POLICIA MILITAR
2018-022533709-001;POLICIA MILITAR
2018-022543548-001;POLICIA MILITAR
2018-022544410-001;POLICIA MILITAR
2018-022544843-001;POLICIA MILITAR
2018-022553898-001;POLICIA MILITAR
2018-022561490-001;POLICIA MILITAR
2018-022629070-001;POLICIA CIVIL
2018-022655984-001;POLICIA MILITAR
2018-022621165-001;POLICIA MILITAR
2018-022621949-001;POLICIA CIVIL
2018-022701985-001;POLICIA CIVIL
2018-022713347-001;POLICIA MILITAR
2018-022718497-001;POLICIA MILITAR
2018-022724074-001;POLICIA MILITAR
2018-022746739-001;POLICIA MILITAR
2018-022762547-001;POLICIA MILITAR
2018-023837352-001;POLICIA MILITAR
2018-025077213-001;POLICIA CIVIL
2018-022771704-001;POLICIA MILITAR
2018-022809150-001;POLICIA MILITAR
2018-022827362-001;POLICIA MILITAR
2018-022830704-001;POLICIA MILITAR
2018-022834430-001;POLICIA MILITAR
2018-022871531-001;POLICIA MILITAR
2018-022886480-001;POLICIA MILITAR
2018-022894473-003;POLICIA CIVIL
2018-022937258-001;POLICIA MILITAR
2018-022996873-001;POLICIA MILITAR
2018-023010688-001;POLICIA MILITAR
2018-023010700-001;POLICIA MILITAR
2018-023014620-001;POLICIA MILITAR
2018-023062734-001;POLICIA MILITAR
2018-023089163-001;POLICIA MILITAR
2018-023106030-001;POLICIA MILITAR
2018-023112984-001;POLICIA MILITAR
2018-023115213-001;POLICIA MILITAR
2018-023172357-001;POLICIA MILITAR
2018-023194329-001;POLICIA MILITAR
2018-023200525-001;POLICIA MILITAR
2018-023214529-001;POLICIA MILITAR
2018-023224186-001;POLICIA MILITAR
2018-023237339-001;POLICIA MILITAR
2018-023247503-001;POLICIA MILITAR
2018-023337194-001;POLICIA MILITAR
2018-024511101-001;POLICIA CIVIL
2018-023306804-001;POLICIA MILITAR
2018-023340025-001;POLICIA MILITAR
2018-023355261-001;POLICIA MILITAR
2018-025682991-001;POLICIA CIVIL
2018-023388036-001;POLICIA MILITAR
2018-023416364-001;POLICIA MILITAR
2018-023432458-001;POLICIA MILITAR
2018-023452903-001;POLICIA MILITAR
2018-023455108-001;POLICIA MILITAR
2018-023465720-001;POLICIA MILITAR
2018-023470604-001;POLICIA MILITAR
2018-023475964-001;POLICIA MILITAR
2018-023555117-001;POLICIA CIVIL
2018-025207130-001;POLICIA CIVIL
2018-023526040-001;POLICIA MILITAR
2018-023526262-001;POLICIA MILITAR
2018-023537353-001;POLICIA MILITAR
2018-023561863-001;POLICIA MILITAR
2018-023617480-001;POLICIA MILITAR
2018-023621959-001;POLICIA MILITAR
2018-023631456-001;POLICIA MILITAR
2018-023638289-001;POLICIA MILITAR
2018-023661045-001;POLICIA MILITAR
2018-023662808-001;POLICIA MILITAR
2018-023707412-001;POLICIA MILITAR
2018-023733780-001;POLICIA MILITAR
2018-023738100-001;POLICIA MILITAR
